drug1,drug2,label
523,598,46
558,680,48
922,159,72
399,1190,48
391,833,48
611,489,72
80,325,48
1039,328,66
1,820,72
172,493,74
26,829,46
14,528,82
1248,283,48
684,356,60
283,8,48
771,595,36
185,109,46
69,149,72
133,461,48
1315,1051,79
192,900,19
235,195,72
1222,853,15
610,83,48
708,813,48
598,581,19
1160,542,48
89,590,15
71,417,48
1192,1001,72
190,27,72
29,124,52
704,291,7
617,1088,48
1053,345,46
614,1476,72
31,1016,74
27,1291,72
48,538,19
789,389,48
1062,716,46
103,573,48
418,841,48
287,438,48
196,332,48
890,161,48
293,1292,72
125,841,48
184,628,31
193,630,72
602,407,48
410,296,19
631,531,5
293,691,11
1001,661,69
1172,1341,48
588,632,46
639,336,8
11,913,48
349,829,46
1075,169,46
266,218,15
1029,43,46
491,297,48
609,412,71
561,38,15
874,345,46
184,175,48
522,243,59
1288,110,46
3,397,46
639,630,72
356,161,48
787,696,48
25,0,46
499,1513,60
745,772,29
955,410,46
665,1232,46
959,241,48
125,1557,72
198,200,46
758,782,72
274,269,3
451,819,72
251,169,76
851,51,48
308,222,48
1260,7,48
7,705,48
187,114,46
799,1006,48
177,146,74
175,543,46
96,1232,46
136,862,3
640,857,1
901,110,46
333,370,48
400,757,15
248,772,46
198,539,46
520,149,46
401,127,48
347,552,46
150,902,82
1201,820,46
438,648,46
619,293,74
970,1291,72
553,514,72
814,323,48
604,859,48
181,1242,72
564,941,15
229,372,48
34,479,71
1008,1453,72
423,1100,82
174,1232,72
298,601,48
966,502,46
75,914,46
39,803,19
358,117,59
257,793,46
1253,1023,48
493,988,9
179,144,48
95,1602,46
624,184,69
32,168,15
177,1178,74
928,114,72
283,159,48
172,195,74
739,1598,48
1,1205,72
833,1638,63
0,768,46
819,34,56
276,655,72
255,706,46
954,468,74
878,798,46
144,727,82
538,630,72
92,313,72
915,1251,46
802,793,46
991,474,48
369,925,56
438,549,46
196,882,72
230,1385,69
92,899,46
118,987,46
198,1346,46
1316,1251,48
1186,621,74
128,702,46
641,757,19
530,700,46
264,1012,72
531,313,72
238,381,19
352,589,72
1156,1555,69
235,153,72
6,1382,48
74,672,72
445,165,72
341,2,48
254,641,46
125,1123,72
185,708,15
727,374,29
472,825,60
350,656,48
812,266,48
1270,1004,8
1271,1196,46
522,263,59
357,456,69
910,440,69
328,1172,2
1158,700,46
702,116,72
365,211,74
819,861,56
364,850,19
243,1035,59
1030,300,48
298,797,59
822,1291,72
598,73,19
285,192,74
248,980,15
1078,1125,59
601,547,36
898,641,46
689,1557,72
906,827,69
494,225,82
586,524,48
1049,1005,32
323,43,48
551,1125,59
200,501,72
234,935,48
110,184,26
30,1038,59
555,142,69
493,110,46
1049,996,19
617,179,48
283,190,48
435,695,32
381,777,69
444,1369,59
304,552,46
306,585,48
328,1035,74
558,139,48
527,695,46
1021,402,46
624,200,46
1107,1152,66
762,490,48
562,552,48
1093,249,48
81,29,3
130,150,74
519,146,48
132,103,48
260,109,48
773,900,26
184,677,26
1000,684,68
983,941,15
896,755,72
778,30,72
159,853,15
487,994,74
34,552,71
910,410,46
606,160,48
504,421,53
291,87,48
130,716,72
318,1148,55
1317,110,46
80,112,48
635,505,48
248,959,48
1125,1239,48
57,853,15
288,211,48
625,942,48
114,1457,46
390,866,74
912,928,48
330,1016,59
919,1341,26
793,339,57
175,375,46
584,557,48
514,1436,14
1,962,15
61,1157,74
763,820,72
88,343,5
692,468,48
185,744,15
813,1130,48
1182,1427,46
1075,347,80
112,1012,46
61,1002,3
640,932,48
575,649,36
1224,573,59
1173,349,71
335,162,48
802,313,72
211,660,59
769,442,69
21,79,59
894,920,72
597,1001,19
170,241,48
1318,339,57
0,1119,76
1319,1313,72
227,793,46
152,892,48
192,619,48
347,513,26
397,623,72
139,122,48
1139,437,8
709,71,48
574,55,48
727,745,59
770,305,16
621,672,72
52,167,48
707,860,48
238,257,19
364,419,72
1320,615,71
273,700,46
260,764,72
311,183,48
952,716,46
1,11,15
1070,814,59
681,382,48
911,1329,69
828,1166,72
99,502,46
123,278,72
39,513,19
860,352,59
324,624,3
37,821,59
355,356,48
637,789,48
187,641,46
63,380,3
156,329,69
604,452,48
622,374,29
447,768,46
391,473,48
640,827,69
152,234,48
864,581,48
30,1271,46
913,996,48
33,636,72
515,123,24
851,859,48
43,540,46
324,268,3
401,926,48
530,179,36
848,686,74
98,1171,48
265,500,59
191,413,48
709,2,48
694,1479,69
890,680,48
1043,798,46
727,842,48
65,833,19
608,902,28
961,1341,74
876,535,46
6,389,48
851,990,48
174,688,48
802,973,72
296,892,15
682,279,3
854,1005,48
778,375,72
348,1440,72
440,437,8
1031,1182,72
292,109,72
1321,851,48
913,520,48
332,1227,48
792,118,59
837,133,46
298,438,48
280,1292,46
213,798,46
199,672,72
864,461,59
251,415,3
475,1354,19
366,1602,46
813,57,15
10,1030,48
91,1086,3
953,1008,57
291,91,48
644,772,29
0,1259,53
320,213,48
354,148,72
930,1456,19
473,747,48
823,914,72
21,789,48
594,173,48
472,366,46
481,0,46
344,595,48
685,502,46
0,1292,72
821,231,72
145,923,48
411,770,82
1322,1346,70
352,1164,59
74,755,46
921,713,48
324,803,3
128,898,59
1060,925,67
963,798,46
1207,1057,69
702,243,72
6,1080,48
1094,430,48
285,498,74
172,1039,74
157,653,72
621,866,46
1136,147,69
912,1243,48
580,1381,3
31,615,3
1123,1292,19
913,159,48
1224,368,48
65,538,19
947,405,24
471,1155,1
180,1232,72
1100,270,48
682,1228,72
775,793,46
450,14,74
1006,1232,46
107,274,72
874,702,46
520,700,46
1,829,46
395,369,36
982,279,5
1208,943,56
84,1535,48
746,1015,76
451,1522,72
131,78,72
974,996,46
784,764,72
648,1542,72
105,299,72
606,374,48
629,1068,48
687,829,46
77,780,72
1078,1080,59
658,853,15
555,594,69
348,99,19
1084,440,67
507,410,19
330,545,69
459,420,46
639,147,8
88,549,46
994,854,46
550,1334,59
397,414,72
781,653,46
1061,497,8
221,500,71
63,1080,3
444,307,8
1227,220,48
273,640,46
355,1006,48
1323,130,69
390,156,74
469,705,48
27,973,11
745,131,48
240,760,69
1110,246,48
382,437,46
79,1239,48
516,580,48
285,204,74
472,789,69
94,450,3
259,1172,48
130,1602,46
259,362,48
431,1242,11
1047,1246,48
991,1125,59
615,902,28
117,306,59
194,575,48
657,931,36
136,889,3
678,837,72
524,845,26
1304,434,74
324,596,3
250,649,5
394,728,59
912,1039,72
758,195,46
643,455,72
1324,207,57
324,789,3
1320,634,71
287,582,48
731,215,19
881,1227,48
60,820,46
552,873,69
1022,582,48
553,408,72
925,615,48
1258,177,72
385,552,46
1062,968,46
821,1119,72
303,755,72
461,716,72
464,1320,23
254,268,48
410,854,46
394,110,46
511,941,15
852,244,48
552,298,28
73,531,72
131,444,72
340,668,48
1222,820,72
286,492,48
585,640,48
18,933,4
283,697,48
738,978,5
904,700,46
360,474,69
868,1025,69
738,180,5
1284,1092,39
913,593,48
1191,636,46
564,655,72
777,906,1
450,493,72
491,1251,46
716,973,74
926,340,48
716,385,48
285,381,74
746,1391,72
798,143,19
829,313,72
860,1217,31
416,913,48
661,1614,73
51,866,72
31,1249,3
242,705,69
335,935,48
365,898,74
609,104,71
101,68,48
249,258,48
265,50,48
684,960,48
261,444,46
61,1024,3
467,538,46
264,534,46
701,194,19
84,528,82
251,1381,74
57,317,84
1221,1295,81
519,1171,48
643,1012,72
604,443,15
1116,520,48
727,938,72
290,146,48
765,1217,31
814,1632,74
579,268,59
125,160,48
72,507,46
460,395,72
280,410,46
575,948,59
588,1334,46
267,270,24
455,349,48
259,760,69
7,851,48
358,287,24
751,477,48
52,941,15
287,659,72
369,41,69
845,1233,66
1,1346,72
408,1542,72
1268,1381,48
398,340,48
91,438,59
860,1542,72
253,1135,48
119,1356,46
1325,1605,69
122,1137,48
285,1015,76
210,615,36
556,418,48
137,387,46
741,828,72
352,24,59
287,219,48
190,299,72
732,1291,72
60,222,48
254,1251,48
26,131,46
111,130,48
868,1195,48
518,475,46
671,220,48
205,820,72
165,815,48
81,118,3
214,655,19
553,843,72
7,234,46
198,1557,72
745,292,48
586,863,66
928,623,48
687,260,48
374,68,48
407,419,72
305,1092,39
309,1100,69
570,260,48
526,644,72
530,696,36
1326,1605,69
596,716,72
299,1522,48
773,259,48
191,264,48
1320,1093,71
631,1049,5
608,900,26
1239,96,48
1215,426,48
405,96,48
146,994,46
930,581,19
82,329,69
351,677,70
95,139,15
210,388,48
355,988,74
122,131,72
386,110,46
804,821,69
799,184,48
161,581,48
210,523,13
1074,148,72
212,671,48
164,426,46
561,335,15
324,1286,3
738,156,5
475,98,48
1150,528,71
190,1203,72
943,919,71
326,493,46
570,1123,46
946,1279,33
461,1166,72
179,150,48
131,653,72
411,1167,48
1215,39,48
40,238,48
291,428,48
87,220,48
31,620,3
1101,391,72
16,854,74
9,484,48
755,1039,72
555,385,46
297,1203,46
291,630,72
210,1322,13
1035,621,74
778,226,48
111,634,5
891,971,63
386,315,48
308,304,48
1141,1001,72
693,1627,69
629,344,48
384,18,59
955,74,46
149,1427,46
365,792,74
274,615,3
20,809,48
1327,445,57
34,1279,56
279,1227,5
12,1123,46
501,415,48
187,1000,48
225,211,48
304,1051,46
525,358,9
805,1199,20
585,363,31
596,711,46
843,854,46
1220,288,46
507,549,46
153,23,72
1271,1557,72
416,139,48
617,924,48
61,1143,3
35,385,72
850,643,18
345,1182,72
95,1522,46
288,942,48
837,700,46
574,215,48
84,388,48
421,559,38
584,159,48
190,666,48
1259,1001,19
1114,636,46
296,597,15
253,1222,48
331,461,69
328,150,2
355,79,59
891,1542,72
269,878,3
445,815,72
596,809,46
160,386,48
482,109,81
1138,841,48
1134,40,48
390,1258,74
444,18,59
427,571,48
337,1134,69
922,152,72
552,968,46
1328,84,48
772,1360,48
1329,445,57
252,1222,48
350,315,48
904,74,46
518,1123,46
988,660,59
1149,610,2
226,110,48
501,900,19
945,1075,74
925,32,48
269,441,3
960,838,82
760,422,48
267,1292,46
414,291,63
988,347,36
644,51,48
475,1131,48
345,819,46
494,442,69
587,1218,48
27,687,5
172,1291,74
1015,1046,5
809,309,48
803,395,72
623,636,48
204,178,19
401,61,48
192,21,19
4,793,46
270,1221,53
739,1391,72
632,1334,46
955,1504,69
450,418,74
191,1217,31
211,114,46
136,271,74
518,53,72
534,1035,48
523,520,69
604,40,48
954,152,74
977,549,46
485,313,72
633,1244,72
63,561,74
1129,537,48
507,841,48
105,445,57
546,772,44
79,479,48
251,1085,3
416,325,48
301,391,72
384,395,9
133,1139,46
650,174,48
519,706,46
1299,2,71
1017,478,46
591,1221,57
925,727,69
203,243,48
244,1172,48
233,768,46
455,352,59
243,33,59
967,1084,48
792,770,48
982,297,5
677,744,59
55,507,48
72,263,24
1053,200,46
119,1035,72
869,122,48
227,549,46
548,828,72
56,70,5
92,39,48
429,68,48
916,1232,46
705,921,48
95,409,15
127,538,48
38,859,48
356,671,48
1253,582,82
395,514,48
982,1039,5
1056,706,46
1090,422,48
1114,396,46
334,1075,48
511,499,68
74,1166,46
587,429,48
209,159,46
29,1123,46
442,1292,72
397,1510,72
1046,1086,48
555,336,46
1010,793,46
101,786,48
1271,1291,72
977,1373,48
394,312,48
922,606,72
744,833,48
512,420,46
1330,1210,52
409,74,46
63,1089,3
357,127,69
665,419,72
398,465,48
412,236,69
273,250,69
890,272,48
962,798,46
195,1068,71
494,838,82
431,1420,11
405,1535,48
684,323,60
781,1386,69
589,710,48
704,960,48
479,911,48
459,828,72
75,172,72
1004,501,48
252,1130,48
680,39,48
565,1041,72
1125,219,48
662,201,8
518,0,46
1021,1270,46
66,194,19
666,633,72
872,1341,72
799,1557,72
910,346,48
556,1346,46
325,39,48
312,220,48
63,480,3
395,801,48
428,1094,48
56,586,5
970,887,72
285,396,74
478,731,19
52,93,48
473,74,46
687,387,46
765,218,15
521,1111,46
186,1162,48
6,267,46
291,695,46
999,24,48
71,412,48
803,107,15
700,640,46
101,318,48
153,387,72
31,279,3
719,85,59
390,158,74
885,619,79
671,892,48
308,601,24
912,145,69
1074,242,48
759,706,46
1090,749,48
528,280,54
947,387,46
1270,793,46
142,159,46
146,590,15
1193,1232,72
423,1504,69
451,764,72
150,1075,72
514,58,14
31,633,74
1140,502,46
262,109,46
32,739,46
255,133,46
771,772,72
444,728,59
25,336,8
216,39,48
959,785,48
1331,534,46
194,18,48
1016,518,36
168,368,48
213,1139,46
994,313,72
45,473,48
520,1557,72
528,110,54
686,552,71
1208,686,56
570,1212,48
136,575,3
961,1152,66
511,828,72
313,854,72
860,1059,59
196,722,48
623,272,48
1006,1205,46
761,4,48
285,693,74
473,540,46
397,631,36
838,173,48
638,109,46
1288,891,46
758,1190,72
85,262,36
332,107,15
1192,706,46
728,790,36
217,1141,48
91,996,48
534,154,48
2,1001,72
675,1012,46
478,819,46
1049,21,19
663,657,72
634,1623,69
268,1313,72
803,819,46
112,764,46
20,708,48
398,628,31
483,765,69
854,53,19
119,248,48
16,639,74
884,239,5
225,710,72
180,290,72
20,658,48
9,657,59
244,268,48
250,239,5
610,1346,72
368,1060,48
336,1135,48
31,438,3
778,1130,48
2,271,48
1010,131,46
192,592,19
585,374,48
580,781,69
60,962,48
251,992,72
170,163,48
528,1284,72
851,264,48
403,42,8
460,111,72
562,595,48
2,22,48
798,312,48
447,374,48
1059,40,48
59,672,72
426,89,72
1000,93,48
251,403,74
891,583,48
928,914,72
73,1012,72
132,1053,48
302,1171,15
486,648,46
184,178,51
913,112,48
515,921,60
608,1240,46
44,186,72
92,127,48
340,1217,31
415,1039,72
996,325,63
60,312,48
962,653,46
763,1001,72
136,934,3
397,12,72
46,349,36
481,267,46
638,1001,72
975,745,9
638,534,46
1093,547,48
53,715,15
305,915,39
287,1045,36
460,752,72
557,859,48
752,1028,46
810,1008,57
603,527,48
706,833,48
316,786,48
418,1232,46
775,1602,46
260,1130,48
412,507,48
429,716,46
307,147,8
571,8,48
232,157,48
61,48,74
1332,209,48
819,390,56
427,120,48
1041,860,48
869,267,31
1024,1542,72
348,272,19
908,210,24
681,881,48
970,1051,46
394,139,48
758,707,48
592,1116,48
524,1373,26
414,426,48
16,42,74
274,974,74
1252,211,48
648,854,46
110,107,15
82,71,48
804,674,69
1226,1051,46
583,320,48
237,1059,69
148,1351,19
1039,177,72
978,298,28
366,74,46
862,433,48
12,793,46
1001,1103,8
1299,1045,71
615,549,46
765,593,7
95,584,15
875,502,46
73,1557,72
260,484,48
599,659,8
928,970,73
264,640,46
191,416,48
21,788,69
420,131,46
272,1028,46
506,428,48
1226,672,72
499,1070,70
222,396,46
878,672,72
670,1369,59
469,755,46
597,593,48
262,1100,69
663,323,48
395,627,48
222,833,19
196,131,72
943,749,71
384,828,72
657,393,48
254,1123,46
1101,157,72
1000,932,48
1029,445,57
565,285,72
339,612,81
858,249,5
1125,433,48
482,1351,19
136,1037,3
302,68,48
390,1115,74
827,984,69
771,699,36
727,142,72
621,313,72
850,366,48
657,547,48
63,1204,3
385,531,72
263,262,36
1291,1166,46
323,1021,48
184,860,48
891,66,19
523,1039,72
682,1383,72
1123,1542,72
1057,1320,74
747,1130,48
929,857,48
94,1557,72
405,5,36
310,1291,72
296,335,15
52,788,69
986,812,48
29,145,52
147,30,8
846,877,48
885,131,47
180,369,48
272,177,72
293,880,72
866,1166,72
996,1067,46
712,860,48
709,375,48
699,224,48
302,1137,15
274,139,3
652,866,46
718,1100,59
1200,1577,69
294,971,70
441,632,46
575,1196,46
665,110,46
16,381,74
211,641,46
187,636,46
296,1000,15
102,349,5
451,847,72
320,932,48
1323,27,69
910,582,82
299,529,72
302,690,15
850,902,48
722,941,15
1086,526,48
1037,1067,46
734,1182,72
680,1539,72
530,773,36
164,55,36
296,405,59
46,983,4
553,1439,72
133,1084,67
287,872,48
366,624,46
799,6,48
188,634,5
365,1036,74
1333,442,69
1258,1391,72
365,648,74
752,1555,8
808,274,46
469,700,46
351,533,75
775,1116,48
151,507,48
283,122,48
429,133,46
480,352,82
1040,196,60
663,30,48
143,725,66
324,555,3
42,313,72
259,297,48
893,349,36
215,367,48
741,1015,76
23,761,15
1048,267,31
717,375,46
179,97,48
556,854,46
499,407,48
891,597,19
56,978,5
895,375,74
6,176,70
178,1334,46
32,107,15
1256,268,48
860,792,59
248,454,59
857,991,59
954,1590,74
1320,1551,20
790,41,69
599,1493,8
819,804,56
629,1606,69
854,1240,46
685,442,69
901,1067,46
137,962,15
993,622,48
353,632,46
422,573,48
385,836,46
103,477,48
398,159,48
194,257,46
1049,373,5
31,440,3
809,32,48
142,712,48
1334,354,48
680,913,48
16,326,74
557,72,48
93,774,15
374,710,46
501,825,48
100,853,15
132,1008,48
240,1046,48
1264,608,71
684,1366,48
1169,630,72
843,1199,48
281,1244,46
937,385,46
243,37,59
415,1217,31
969,1373,48
617,900,26
765,7,7
65,93,48
303,764,72
86,983,48
431,711,72
558,267,31
1041,671,48
1173,1188,71
970,968,46
672,598,19
96,566,48
1242,1008,57
39,1006,46
793,274,72
355,373,3
681,1030,48
758,766,48
637,821,48
170,378,48
433,323,48
352,660,59
8,32,72
84,1093,36
130,1232,72
740,414,8
908,118,24
94,523,3
230,0,46
696,911,48
366,419,72
122,841,48
538,581,48
526,264,72
721,986,48
474,653,72
310,803,48
291,172,72
72,241,36
522,449,4
607,385,46
39,363,31
1040,320,60
191,703,48
975,528,9
149,545,46
504,325,53
193,755,72
93,1001,72
399,824,48
147,176,8
832,871,26
22,500,82
450,157,74
682,73,72
864,1125,59
95,1244,46
455,622,48
254,502,46
228,914,74
986,1135,48
609,749,71
37,183,48
109,55,48
765,134,7
439,990,69
1111,1346,46
499,968,46
501,584,48
1056,798,46
704,795,59
556,822,63
505,369,69
1045,802,48
94,91,48
841,980,15
502,38,46
876,776,8
751,637,48
615,1610,69
986,851,48
316,728,59
103,109,48
80,668,48
1090,497,48
5,760,69
730,1557,72
677,1336,48
465,428,48
91,27,3
524,108,48
77,1008,57
473,1166,72
303,829,19
677,1322,48
994,534,46
1183,943,6
606,143,48
280,1182,72
291,700,46
1108,644,48
95,1251,46
519,899,46
917,699,71
1042,538,46
145,315,48
406,640,46
499,569,48
663,793,46
556,793,46
279,1556,5
11,593,48
282,1006,46
104,582,28
736,69,72
822,498,46
65,1143,19
56,1414,48
684,932,75
260,549,46
235,793,72
1090,164,48
81,798,3
325,112,48
812,585,48
593,1217,31
146,820,46
11,727,48
246,415,15
1090,210,48
643,819,48
1222,941,15
274,938,3
799,623,48
996,1070,48
886,785,48
401,272,48
772,1004,48
425,770,48
296,564,15
222,378,48
27,1028,46
1141,772,29
1030,100,48
372,792,59
298,1001,72
882,1346,46
1053,38,46
222,149,46
365,636,74
248,141,46
723,123,48
81,597,3
36,169,72
190,1089,72
1140,1602,46
136,924,3
582,686,48
416,267,31
624,640,46
910,1085,48
483,1122,74
444,640,46
430,772,48
124,62,48
945,621,74
311,868,48
698,522,19
917,586,71
63,665,3
501,935,48
1024,1292,46
557,891,48
369,912,56
789,1197,72
30,53,48
280,139,63
629,1074,48
72,281,48
534,653,46
617,706,46
144,330,82
738,1049,5
105,854,46
160,220,48
469,1041,48
274,671,3
733,1244,46
352,471,72
194,706,46
1060,636,72
592,927,48
299,1030,48
604,80,48
499,1344,48
580,440,59
979,968,46
558,556,48
375,977,48
680,410,46
712,338,48
738,215,5
940,640,46
32,329,69
1021,860,48
217,1313,72
976,44,20
326,1346,46
158,161,48
597,668,48
1127,148,46
959,962,48
84,410,46
133,78,48
16,533,74
596,1480,48
767,794,46
312,72,48
1100,1141,48
65,170,48
1153,274,46
501,597,19
210,1025,59
441,426,46
154,623,69
1046,900,26
557,825,48
1012,1220,48
173,85,48
129,278,72
175,819,46
1039,1231,46
78,55,48
552,1167,26
16,1555,69
752,700,46
94,279,3
581,84,48
125,774,15
91,150,69
778,702,72
172,148,3
362,346,48
313,672,72
1277,114,46
996,829,46
452,978,48
1123,1001,72
1301,781,74
925,1100,69
307,564,19
94,419,3
79,622,48
66,257,19
269,804,72
564,419,72
765,547,48
88,83,5
282,544,46
165,797,59
403,788,8
889,534,46
1057,950,74
31,1231,46
734,624,46
570,89,72
628,96,48
1179,1458,75
181,225,82
248,729,48
717,356,81
1090,284,48
139,175,48
59,552,46
1299,244,71
4,1244,46
558,315,48
617,336,46
555,454,53
89,1051,46
1200,709,59
1179,367,75
466,161,48
222,571,48
89,238,48
725,76,2
733,957,63
433,644,48
382,0,46
719,133,59
502,1111,46
318,782,48
70,225,69
829,169,46
1296,469,81
682,685,74
325,1616,48
948,1164,59
1005,407,19
188,1251,46
484,573,48
124,311,46
885,706,46
482,987,19
680,187,48
38,573,48
1298,1173,74
1307,57,84
155,821,48
397,55,36
401,983,48
581,728,48
733,493,72
368,886,48
1335,59,80
467,1356,46
139,74,46
519,687,48
555,1522,46
87,306,48
860,797,59
197,1062,74
246,592,15
836,1602,46
105,1008,57
350,786,48
1060,782,67
125,1071,48
556,374,48
895,328,69
840,659,46
519,218,15
73,1117,72
242,805,16
530,1291,72
52,972,69
1281,801,48
165,85,48
787,650,48
341,70,48
980,628,31
1042,426,46
1128,120,19
803,1356,46
82,586,48
1017,0,46
473,238,48
824,899,46
634,524,48
869,501,48
346,1163,66
1033,1166,46
689,114,72
459,1051,46
160,418,48
575,37,59
13,33,59
31,118,3
426,385,46
320,708,48
987,1547,19
627,1073,48
299,33,18
480,760,82
983,1021,48
185,139,15
880,791,46
167,571,48
0,1281,48
596,211,72
160,452,48
1073,943,23
1010,694,46
397,375,72
547,576,48
1271,177,72
61,491,3
809,333,48
515,394,60
368,854,46
945,1119,69
1078,118,59
298,549,46
666,268,36
451,646,72
157,1536,69
937,1205,46
497,2,56
53,402,46
439,417,48
623,296,46
407,149,46
673,637,48
761,332,48
1239,592,59
424,407,19
267,716,46
431,683,5
179,500,69
445,74,72
279,1604,5
436,389,48
238,12,48
732,1522,46
814,375,48
681,785,48
1157,513,48
101,8,48
54,366,46
591,65,19
246,886,15
158,706,46
524,1610,69
1281,1164,59
450,635,59
292,876,7
11,506,48
1309,762,72
507,527,48
502,672,72
981,202,74
982,806,5
1053,535,46
1074,845,48
775,882,46
152,921,48
917,390,71
1101,1010,72
444,798,46
243,660,59
124,582,48
269,227,3
951,12,48
1336,500,82
929,581,48
88,1081,11
705,290,48
983,755,72
431,630,72
1337,1001,72
438,1224,59
929,727,48
1004,511,63
996,463,46
461,211,48
231,1621,58
787,343,48
525,794,72
648,419,72
265,991,48
623,771,53
1078,1141,59
1159,623,48
382,1001,72
487,1205,74
414,20,19
155,441,48
84,156,36
252,959,48
890,1094,48
697,366,48
1161,686,74
835,549,46
506,570,48
177,60,74
1192,169,46
6,419,72
23,1602,46
551,569,4
687,767,48
80,602,36
706,455,72
450,42,74
311,1197,72
63,155,74
381,1291,72
472,971,70
270,832,36
623,628,69
224,419,72
94,101,3
479,352,69
79,5,48
556,545,72
580,1070,59
845,642,66
157,319,48
324,20,48
923,62,48
475,626,48
376,508,46
167,85,48
715,573,9
431,1468,5
8,218,15
1270,1373,8
333,1123,46
61,1046,10
371,1605,69
318,455,48
1289,1008,57
283,267,31
974,820,72
1026,829,46
708,860,48
575,666,48
825,61,48
538,882,46
184,391,48
746,653,46
555,624,46
155,608,36
695,1354,19
556,1362,69
335,786,48
101,616,48
805,917,39
317,332,60
251,1121,3
133,524,48
807,680,59
173,291,48
680,196,48
945,1098,69
1149,370,2
1111,640,46
1021,672,72
772,603,48
101,438,24
426,1012,46
87,986,48
892,1203,46
393,1023,26
542,684,68
308,68,36
507,367,48
306,325,48
1332,149,48
790,845,26
179,14,48
484,798,46
930,633,46
869,293,3
191,315,48
210,395,48
854,1239,48
565,1440,72
1022,438,48
278,194,19
35,551,72
1110,385,48
351,778,60
720,749,71
16,343,74
482,513,19
589,456,48
139,313,72
292,440,7
222,987,19
150,798,46
402,1023,26
23,585,15
72,169,46
720,375,71
251,754,3
334,636,46
1070,1143,48
119,354,48
670,1291,72
479,1210,69
187,557,48
518,313,72
1256,829,48
32,661,48
1074,59,72
1070,8,48
57,1004,48
120,764,46
779,239,71
248,465,48
195,535,72
461,306,59
856,700,46
1172,1242,72
608,330,69
857,625,48
241,162,48
623,246,69
486,772,46
773,552,48
799,632,46
614,1080,72
255,543,46
433,789,48
234,315,48
1042,920,46
988,659,72
1338,1008,57
108,513,48
896,1205,72
1229,819,20
533,0,46
142,710,48
1102,402,46
1296,990,82
195,366,72
793,549,72
136,463,48
444,493,46
299,1004,48
736,941,15
565,837,72
992,635,48
215,248,48
507,703,19
167,854,53
349,1226,46
1001,1242,69
147,1167,8
1249,755,46
842,263,53
1128,159,46
386,775,48
187,110,46
830,1166,72
519,836,46
586,346,26
692,1321,48
681,134,48
186,1313,72
901,1197,72
513,725,66
299,1391,72
119,196,48
497,402,56
171,912,72
487,461,74
177,24,74
978,1074,48
866,478,72
397,544,72
1339,828,46
558,72,48
1025,842,59
805,609,39
553,794,72
778,731,19
678,615,72
1009,502,46
800,1291,72
1332,292,48
401,146,48
191,812,48
963,794,72
1051,848,69
713,1251,46
315,9,48
710,883,48
87,1196,72
217,1427,46
152,747,48
451,1346,72
54,1218,19
355,708,48
735,7,48
61,396,3
524,1253,48
331,765,69
251,739,74
444,468,46
184,1196,46
445,493,46
244,1159,48
242,716,46
132,850,48
746,429,48
565,819,72
39,443,15
565,101,72
416,877,48
481,778,46
209,755,72
1340,445,57
868,683,48
680,892,48
1080,17,59
349,124,69
707,1227,48
617,464,48
129,30,72
1093,995,48
955,1542,72
123,931,36
506,139,48
226,789,48
73,1390,72
324,824,74
274,1242,74
611,845,48
347,1174,48
717,721,81
184,1094,48
214,829,19
652,755,46
685,784,69
69,996,72
1193,27,48
269,608,3
538,1427,46
777,57,84
678,194,72
88,845,5
1041,585,48
248,632,46
165,452,48
63,685,3
542,1615,48
596,1289,48
16,498,74
1131,210,59
1179,269,74
501,921,48
1233,565,74
285,71,74
1084,920,46
773,760,69
262,1522,46
898,842,48
704,37,59
580,812,48
390,548,74
702,359,72
520,410,46
952,1039,72
392,123,53
721,478,46
118,1427,72
720,297,71
639,311,46
583,98,48
666,38,72
363,402,46
1158,1197,72
6,602,36
246,93,15
889,700,46
394,218,15
81,741,3
197,752,69
591,672,72
506,468,48
23,340,15
269,767,3
361,655,72
1204,1557,72
251,956,3
83,895,66
627,1174,48
498,641,46
147,968,46
538,141,46
813,811,46
523,611,72
712,778,46
475,1638,63
1080,13,59
583,175,48
403,459,8
733,397,46
500,659,54
378,803,48
85,649,48
305,295,48
1276,549,46
326,1251,46
700,764,72
447,1270,46
628,728,48
454,497,36
1130,218,15
475,757,15
287,82,36
752,110,46
47,1081,69
142,772,46
428,798,35
86,886,48
1091,920,46
857,1177,48
728,351,48
526,996,46
1202,1330,52
574,79,48
790,1385,48
413,175,48
968,651,81
924,1001,72
1219,779,74
229,366,46
781,21,74
503,1127,46
926,57,15
86,170,48
298,688,16
413,891,48
1233,916,2
912,5,48
215,1022,48
634,797,69
134,637,19
158,876,46
959,1212,48
437,648,46
539,15,48
938,166,46
1105,1008,57
627,815,48
231,728,53
316,167,48
787,151,48
32,820,46
688,883,69
1043,1182,72
265,120,48
949,820,46
283,298,48
451,739,48
219,687,48
92,672,72
119,703,48
1046,1073,48
286,728,59
270,259,36
355,122,3
805,268,20
889,712,48
125,706,46
857,814,59
409,736,48
433,1071,48
814,1310,48
959,1006,48
1149,131,74
578,993,46
519,770,48
366,1356,46
390,759,74
420,507,19
1010,996,46
1341,918,66
1015,854,72
434,240,71
834,190,72
866,1557,72
409,413,48
172,753,3
209,1240,72
433,422,48
1246,993,36
531,659,46
741,648,46
720,1001,72
5,1023,26
869,896,74
614,596,72
1137,378,48
96,263,48
581,43,46
139,161,48
176,994,46
974,207,57
286,703,48
